The Ragam,The Song,The Film Name,Video Link
Aarabhi,Aasai Kiliye,Thambikku Entha Ooru,https://www.youtube.com/watch?v=X1knJRVpxpI
Aarabhi,Madhurai Vaazhum,Pudhupatti Ponnuthayee,https://www.youtube.com/watch?v=oaZSG5Adlrw
Aarabhi,Mannavane Mannavane,Thandhuvitten Ennai,https://www.youtube.com/watch?v=n5mt8d-5y3A
Aarabhi,Sandhakavigal Paadidum Manathinil,Metti,https://www.youtube.com/watch?v=IDYAjpR0xQ4
Abheri,Chinnanjiru Vayathil,Meendum Kokila (Uses Ni3),https://www.youtube.com/watch?v=S0RGxaRIDDs&list=RDS0RGxaRIDDs&start_radio=1&pp=ygUoQ2hpbm5hbmppcnUgVmF5YXRoaWwgZnJvbSBNZWVuZHVtIEtva2lsYaAHAQ%3D%3D
Abheri,En Paatu En Paatu,Poomani,https://www.youtube.com/watch?v=8VIGv9ARhAg
Abheri,Ennai Thottu Alli Konda,Unna Ninaichen Paatu Padichen,https://www.youtube.com/watch?v=KiEt9WQdn7A
Abheri,Guruvaayoorappa,Pudhu Pudhu Arthangal (magical prelude & interludes),https://www.youtube.com/watch?v=XLK4B7ryLco
Abheri,Kaalidasan Kannadasan,Soorakottai Singakkutti,https://www.youtube.com/watch?v=c4m7Dyu5xZI
Abheri,Kaiyetha,Vinodhayathra (Malayalam),https://www.youtube.com/watch?v=wJAjpkI3hhw
Abheri,Kuyile Kavikuyile,Kavikuyil,https://www.youtube.com/watch?v=-H_ePQkr7sc
Abheri,Megam Karukkudhu,Anandha Ragam,https://www.youtube.com/watch?v=8KHPLM8Z2_U
Abheri,Muthamizhae Muthamizhae,Raman Abdulla,https://www.youtube.com/watch?v=acOvM6HsMbk
Abheri,Padhmanabha,Manjeera Dhwani (Thillana) (Malayalam),https://www.youtube.com/watch?v=59owoJU4YT8&list=RD59owoJU4YT8&start_radio=1&pp=ygUgUGFkaG1hbmFiaGEgZnJvbSBNYW5qZWVyYSBEaHdhbmmgBwE%3D
Abheri,Poongaaviyam Pesum Oviyam,Karpoora Mullai,https://www.youtube.com/watch?v=Ff9_2ETCB6c
Abheri,Poonguyil Rendum Onnoda Onna,Veetula Visheshanga,https://www.youtube.com/watch?v=xarzK5v03is
Abheri,Poove Poochoodava,Poove Poochoodava,https://www.youtube.com/watch?v=0vJ3W4JUjqg
Abheri,Sindhu Nadhi Karai Oram,Nalladhoru Kudumbam,https://www.youtube.com/watch?v=xTGfjH8TOI0
Abheri,Un Manasula Paatu Thaan,Paandi Naatu Thangam,https://www.youtube.com/watch?v=LA0E47F44gM
Abheri,Varna Vrindaavanum,Kaliyoonjal (Malayalam),https://www.youtube.com/watch?v=LcR1GTfzhaE&list=RDLcR1GTfzhaE&start_radio=1&pp=ygUjVmFybmEgVnJpbmRhYXZhbnVtIGZyb20gS2FsaXlvb25qYWygBwHSBwkJTQoBhyohjO8%3D
Abheri,Velli Kolusu Mani,Pongi Varum Kaaveri,https://www.youtube.com/watch?v=T1Xmpk-GDaY
Abhoghi,Indraikku Yenindha Aanandhame,Vaidhehi Kaathirundhaal,https://www.youtube.com/watch?v=ybWwgk3Nl1Q
Abhoghi,Kalai Nera Poonguyil,Amman Kovil Kizhakaale,https://www.youtube.com/watch?v=HAhSh6_JjFU
Ahirbhairavi,Ezhumalaiyan Magimai,Ezhumalaiyan Magimai,https://www.youtube.com/watch?v=1C4JV1Zo8mk
Amruthavarshini,Ippodhenna Thevai,Makkal Aatchi,https://www.youtube.com/watch?v=95fLscL-IzA
Amruthavarshini,Kathirundha Malli Malli,Mallu Vaetti Minor (Charanam Uses Ri1),https://www.youtube.com/watch?v=cnvfl_TUFMY&list=RDcnvfl_TUFMY&start_radio=1&pp=ygUvS2F0aGlydW5kaGEgTWFsbGkgTWFsbGkgZnJvbSBNYWxsdSBWYWV0dGkgTWlub3KgBwE%3D
Amruthavarshini,Kurisenu Virijallule,Gharshana (Telugu),https://www.youtube.com/watch?v=xsvjRGmvOiY
Amruthavarshini,Mazhaikoru Dhevane,Sri Ragavendra,https://www.youtube.com/watch?v=CQwwbXqmCCc
Amruthavarshini,Thoongatha Vizhigal,Agni Nakshatiram,https://www.youtube.com/watch?v=kQGz8CnySgU
Amruthavarshini,Vanin Devi Varuga,Oruvar Vaazhum Aalayam,https://www.youtube.com/watch?v=JhJp02dzUMA
Anandha Bhairavi,Kala Maadu Onnu (the Nassar + Oorvasi charanam),Magalir Mattum,https://www.youtube.com/watch?v=KQY7vmTklu0&pp=ygUjS2FsYSBNYWFkdSBPbm51IGZyb20gTWFnYWxpciBNYXR0dW0%3D
Anandha Bhairavi,Chittu Pole Muthu Pole,Iniya Uravu Poothadhu,https://www.youtube.com/watch?v=z4gxUqqYFvg
Anandha Bhairavi,Paraparame,Ramana Geetham,https://www.youtube.com/watch?v=eO50HcDqxyo
Anandha Bhairavi,Parthalae Theriyadho,Sri Ragavendra,https://www.youtube.com/watch?v=xdOliMl71qk
Anandha Bhairavi,Thevai Indha Paavai,Andha Oru Nimidam (wizardy style shift in the charanams !),https://www.youtube.com/watch?v=orxMI7o80ng&list=RDorxMI7o80ng&start_radio=1&pp=ygUqVGhldmFpIEluZGhhIFBhYXZhaSBmcm9tIEFuZGhhIE9ydSBOaW1pZGFtoAcB
Andholika,Raman Aandaalum (The Folk Interludes of the Song),Mullum Malarum,https://www.youtube.com/watch?v=k4Szjiw9Ih0&list=RDk4Szjiw9Ih0&start_radio=1&pp=ygUjUmFtYW4gQWFuZGFhbHVtIGZyb20gTXVsbHVtIE1hbGFydW2gBwE%3D
Ataana,Baalakanakamaya,Salangai Oli (its saint thyagaraja's krithi),https://www.youtube.com/watch?v=1mSK9AaVGxg&list=RD1mSK9AaVGxg&start_radio=1&pp=ygUhQmFhbGFrYW5ha2FtYXlhIGZyb20gU2FsYW5nYWkgT2xpoAcB
Bahudhari,Brova Barama,Kavari Maan,https://www.youtube.com/watch?v=qOswh4THW6M
Bahudhari,One and Two Cha Cha Cha,Nalladhoru Kudumbam,https://www.youtube.com/watch?v=u58bDhXZMEU
Behag,Hey Hey Oorayiram,Meendum Kokila,https://www.youtube.com/watch?v=ViqyetbEXG0
Behag,Un Paarvayil Orayiram,Amman Kovil Kizhakale,https://www.youtube.com/watch?v=KADKdykilmY
Bhageshri,Aamani Paadave,Geethanjali (Telugu),https://www.youtube.com/watch?v=vyH7ow2C4Zw
Bhageshri,Eduthu Naan Vidava En Paatai,Pudhu Pudhu Arthangal,https://www.youtube.com/watch?v=eOK6AaXtYlI
Bhageshri,Ingeyum Engeyum,Sathya (By Legendary singer Lata Mangeshkar),https://www.youtube.com/watch?v=csCRkbcL79c
Bhageshri,Kaala Kaala Sangamamo,Ezhumalaiyan Magimai,https://www.youtube.com/watch?v=GaYL7OtM55o
Bhageshri,Kaaviyam Paadava,Idhayathai Thirudaathe,https://www.youtube.com/watch?v=jQmShrpQ3c0
Bhageshri,Mazhai Varudhu Mazhai Varudhu,Raja Kaiyya Vacha (soft stunner in aggressive kanta nadai),https://www.youtube.com/watch?v=Knd4T7xWfZI
Bhageshri,Melatha Mella Thattu,Aruvadai Naal,https://www.youtube.com/watch?v=9LyOED8F030
Bhageshri,Roja Thottam,Alai Osai,https://www.youtube.com/watch?v=WDPxkPmOfZA
Bhageshri,Rokkam Irukkira Makkal Manasula,Kaasi,https://www.youtube.com/watch?v=XE7Xwc5pYd4
Bhageshri,Singalathu Chinnakuyile,Punnagai Mannan (especially the charanams),https://www.youtube.com/watch?v=uXRyvR-j5_s
Bhageshri,Thaen Mozhi Endhan Thaen Mozhi,Solla Thudikkudhu Manasu,https://www.youtube.com/watch?v=DGBEFNPPtI8
Bhageshri,Unnaiyum Ennaiyum Katti Izhukudhadi,Aalappirandhavan,https://www.youtube.com/watch?v=kdVOK7C9PsY
Bhargavi,S G2 M1 P D1 N3 S I S N3 D1 P M1 G2 S,(Keeravani Sans Ri2 !),https://www.youtube.com/watch?v=pDu5JndaFps
Bhargavi,Hey Raasathi Rosapoo,En Uyir Thozhan,https://www.youtube.com/watch?v=xb0FQ18SnP4
Bhavapriya,Anuraaga Yenaithu,Nee Nana Gellalaare (Kannada),https://www.youtube.com/watch?v=RV4OgersBgA
Bhavapriya,Kandupudichen Kandupudichen,Guru Sishyan,https://www.youtube.com/watch?v=p0geCRDoY9k
Bhimpalasi,Vasantha Kala Kolangal,Thyagam (eternal song),https://www.youtube.com/watch?v=l1TM0TDKPoQ
Bilahari,Ennodu Potti Ittu Jeyichavan Yaarumillae,Thalaattu,https://www.youtube.com/watch?v=1ll6jM9UFYg
Bilahari,Neethone Paadenu Sangeetham,Rudraveena (Telugu),https://www.youtube.com/watch?v=dMrB-mlMVcU
Bilahari,Koondalile Megam Vandhu,Balanagamma,https://www.youtube.com/watch?v=tXww7ddvj64
Bilahari,Maaman Veedu,Ellam Inba Mayam,https://www.youtube.com/watch?v=oX__X3ajGfc
Bilahari,Nee Onru Thaana Sangeethama,Unnal Mudiyum Thambi,https://www.youtube.com/watch?v=VDtgtKRz2Zk
Brindhavana Saranga,Aakaashamulo,Swarna Kamalam (Telugu),https://www.youtube.com/watch?v=hgGXkfQMfqU
Brindhavana Saranga,Chinnanjiru,Amudha Ganam,https://www.youtube.com/watch?v=A1qrarA6o6Y
Brindhavana Saranga,Devi Durga Devi,Sankeerthana (Telugu),https://www.youtube.com/watch?v=rTlRyqG9Gnc
Brindhavana Saranga,Dheivangal Kan Paarthadhu,Pudhiya Ragam,https://www.youtube.com/watch?v=FglI5CWmpnU
Brindhavana Saranga,Indha Jilla Muzhuka Nalla Theriyum,Priyanka,https://www.youtube.com/watch?v=M_bHYp9JGaY
Brindhavana Saranga,Kallukkulle Vandha Eeram Enna,Unakaagave Vazhgiraen,https://www.youtube.com/watch?v=CuYmx-VY-IM&list=RDCuYmx-VY-IM&start_radio=1&pp=ygU4S2FsbHVra3VsbGUgVmFuZGhhIEVlcmFtIEVubmEgZnJvbSBVbmFrYWFnYXZlIFZhemhnaXJhZW6gBwE%3D
Brindhavana Saranga,Konjum Kuyil Paattu,Kanna Unai Thedugiren,https://www.youtube.com/watch?v=5Ei4fbL1Ivc
Brindhavana Saranga,Kovil Mani Kaetene,Kanna Unai Thedugiren,https://www.youtube.com/watch?v=y5_4xkJLOlU
Brindhavana Saranga,Maalaigal Idam Maarudhu Maarudhu,December Pookal,https://www.youtube.com/watch?v=aToeB2NQl60
Brindhavana Saranga,Manadhil Ore Oru Poo,En Purushan Thaan Enakku Mattum Thaan,https://www.youtube.com/watch?v=PefJaA2b828
Brindhavana Saranga,Medhuva Thandhi Adichaane,Thaalaatu (trace mix of madhyamavathi),https://www.youtube.com/watch?v=_8Wdqg2eSmI
Brindhavana Saranga,Muthamma Muthu Muthu,Thanthuvitten Ennai,https://www.youtube.com/watch?v=L0s2yEVJxpQ
Brindhavana Saranga,Oru Pokkiri Rathiri,Idhu Namma Bhoomi,https://www.youtube.com/watch?v=XUDfqewAqoM
Brindhavana Saranga,Poongatre Theendaadhe,Kunkumachimizh,https://www.youtube.com/watch?v=KlU-2mtTr8M
Chakravagam,Aapa Kada Anna Kili,Paayum Puli,https://www.youtube.com/watch?v=0_qUy4dJ7dY
Chakravagam,Alli Sundaravalli,Kangalin Vaarthaigal ( jeez!!! what a gem),https://www.youtube.com/watch?v=6ajNPVYNAW4&list=RD6ajNPVYNAW4&start_radio=1&pp=ygUrQWxsaSBTdW5kYXJhdmFsbGkgZnJvbSBLYW5nYWxpbiBWYWFydGhhaWdhbKAHAQ%3D%3D
Chakravagam,Chalakku Chalakku,Chembaruthi,https://www.youtube.com/watch?v=RWAZXaPQhaI
Chakravagam,Keliside Prema Velaa,Gulabi (Kannada),https://www.youtube.com/watch?v=Gr6cMn6qJRs&pp=ygUgS2VsaXNpZGUgUHJlbWEgVmVsYWEgZnJvbSBHdWxhYmk%3D
Chakravagam,Kothara Pithaara Kokko,Detective Naarada (Telugu),https://www.youtube.com/watch?v=YiPrt7f1F_Y
Chakravagam,Halli Laavaniyali,Nammura Mandaara Hoove (Kannada),https://www.youtube.com/watch?v=6Bj8C8bdbk0
Chakravagam,Iniya Malargal Malarum,Poonthottam,https://www.youtube.com/watch?v=wwYZ7BZF_CI
Chakravagam,Love Love,Sakkarai Thevan,https://www.youtube.com/watch?v=6-ZQsR0UO74
Chakravagam,Marandhen Pirandhen,ilaiyarajavin Geethanjali (a hypnotic tune),https://www.youtube.com/watch?v=DfHQH-tkYfk
Chakravagam,Nee Paadhi Naan Paadhi,Keladi Kanmani (that stunning 20 seconds prelude ),https://www.youtube.com/watch?v=_AhN6NIe8so
Chakravagam,Poongaatre,Friends,https://www.youtube.com/watch?v=viMX1G-34CQ
Chakravagam,Vanilae Thenila,Kaakhi Sattai,https://www.youtube.com/watch?v=KNkAtDN9_1w
Chakravagam,Vanithamani Vanamogini,Vikram (staggering strings work!!),https://www.youtube.com/watch?v=Knd4T7xWfZI
Chalanaatai,Aala Asathum Malli,Kanni Raasi,https://www.youtube.com/watch?v=1t5g0HWtTVA
Chalanaatai,Chukkalu Temenna,April 1st Vidudhala (Telugu),https://www.youtube.com/watch?v=fAn1WMEdSfg
Chalanaatai,Hello Kiss Me Wrong Number,Siva (Telugu),https://www.youtube.com/watch?v=VeyKQLckH9w
Chalanaatai,Jivvu Jivvunnu Yerudhadi,Enga Ooru Kavalkaaran,https://www.youtube.com/watch?v=bJJl-rCGRFw
Chalanaatai,Panivizhum Malar Vanam,Ninaivellam Nithya,https://www.youtube.com/watch?v=q7W480PO4JA
Chalanaatai,Pattu Poo Poo,Veera,https://www.youtube.com/watch?v=rqwSksXvf4s
Chalanaatai,The second track of the album,How to Name It,https://www.youtube.com/watch?v=I6VvHdtIQHs
Chandrajyothi,Nanmai Nalgum,Ezhumalaiyan Magimai,https://www.youtube.com/watch?v=jt8m7EOJtAA
Chandrakouns,Azhagu Malaraada,Vaidehi Kaathirundhaal (Mixes Hindolam / kanta nadai),https://www.youtube.com/watch?v=cajjfWcZ3ZI
Chandrakouns,Idhunaal,Chembaruthi,https://www.youtube.com/watch?v=-HO0HJh5W5Q&list=RD-HO0HJh5W5Q&start_radio=1&pp=ygUZSWRodW5hYWwgZnJvbSBDaGVtYmFydXRoaaAHAdIHCQlNCgGHKiGM7w%3D%3D
Chandrakouns,Idhuvarai Naan Oru,Konji Pesalam,https://www.youtube.com/watch?v=haakD20G7Fw
Chandrakouns,Pada Vandhadhor,Ilamai Kalangal (Uses Ga3 and Ni2),https://www.youtube.com/watch?v=sQx1ToSKp5M&list=RDsQx1ToSKp5M&start_radio=1&pp=ygUkUGFkYSBWYW5kaGFkaG9yIGZyb20gSWxhbWFpIEthbGFuZ2FsoAcB
Chandrakouns,Unnai Nenachi Urugum,Rasayya,https://www.youtube.com/watch?v=N2DWwSLNSMw
Chandrakouns,Vanam Enum,Villupaatukkaaran,https://www.youtube.com/watch?v=8QEqR-PClYA&list=RD8QEqR-PClYA&start_radio=1&pp=ygUhVmFuYW0gRW51bSBmcm9tIFZpbGx1cGFhdHVra2FhcmFuoAcB
Chandrakouns,Velli Chalangaigal,Kadal Oviyum,https://www.youtube.com/watch?v=BBTXwlPJIxE
Charukesi,Aadal Kalayae,Sri Raghavendra,https://www.youtube.com/watch?v=v83aaGnC4CY
Charukesi,Amma Aagaayam Vittu,The Real Salute (documentary film),https://www.youtube.com/watch?v=hVXLuI3w0yg
Charukesi,Amma Nee Sumandha,Annaiyor Aalayam,https://www.youtube.com/watch?v=Ql6BYvr6-6Y
Charukesi,Annanukku Je Je,Annanukku Je,https://www.youtube.com/watch?v=9PEi80sfmms
Charukesi,Arumbagi Mottaagi,Enga Ooru Kavalkaaran,https://www.youtube.com/watch?v=fuoCOe37QKI
Charukesi,Chinna Mani Ponnu Mani,Mallu Vetti Minor,https://www.youtube.com/watch?v=l7kQfTz0YZA
Charukesi,Chinna Ponnu Chinna Ponnu,Aruvadai Naal,https://www.youtube.com/watch?v=aO3TmTBL66s
Charukesi,Chinnanjiru Kiliye,Mundhaanai Mudichu,https://www.youtube.com/watch?v=kc0tmHPEVOs
Charukesi,Kadhalin Deepam Ondru,Thambikku Entha Ooru,https://www.youtube.com/watch?v=e61Om4hO6oI
Charukesi,Manamaalayum Manjalum,Vathiyaar Veetu Pillai (what a song !),https://www.youtube.com/watch?v=iEI_ns-BWIE
Charukesi,Mayanginen Solla Thayanginen,Naane Raja Naane Manthiri,https://www.youtube.com/watch?v=-DbBPE6LfsM
Charukesi,Naadu Paarthadhunda,Kamaraj,https://www.youtube.com/watch?v=P91WMsJkODc&list=RDP91WMsJkODc&start_radio=1&pp=ygUgTmFhZHUgUGFhcnRoYWRodW5kYSBmcm9tIEthbWFyYWqgBwE%3D
Charukesi,Nallathor Veenai Seithe,Marubadiyum,https://www.youtube.com/watch?v=0K_IXNdQNdk
Charukesi,Nandhavanam,illam,https://www.youtube.com/watch?v=04XSWK_t9Mw
Charukesi,Petha Manasu,Enna Petha Rasa (taking carnatic music to the masses),https://www.youtube.com/watch?v=2MfBF8opCFM
Charukesi,Prathidinam,Anumaanaspadam (Telugu),https://www.youtube.com/watch?v=lxshCXdVTrg
Charukesi,Sakkara Katti Sakkara Katti,Ullae Veliye,https://www.youtube.com/watch?v=HgG40XXBJ-c
Charukesi,Siriya Paravai,Andha Oru Nimidam,https://www.youtube.com/watch?v=j9PmPPsyOGQ
Charukesi,Thoodhu Selvadharadi,Singaravelan,https://www.youtube.com/watch?v=uTC8UTJyi10
Charukesi,Uyire Uyirin Oliye,En Bommukkutti Ammavukku,https://www.youtube.com/watch?v=dQNb1tLacf8
Charukesi,Vaanathila Velli Ratham,Enga Ooru Maapilla,https://www.youtube.com/watch?v=N0hRzpg1NdI
Chitrambhari,Sangeetham En Dhegam,Balanagamma,https://www.youtube.com/watch?v=hfYYHpkGj_U
Desh,Ennai Kavarnthizhutha Ramanan,Guru Ramana Geetham,https://www.youtube.com/watch?v=xk1oZoRq5Ao
Desh,Gopiyargal Engu Undo,Mallu Vetti Minor,https://www.youtube.com/watch?v=6x8GwP_iqEE
Desh,Kanneer Thuli,Raja Kaiyya Vacha (meditative music this !!),https://www.youtube.com/watch?v=s1Km3XcLFUk
Desh,Poonguyil Ponmalaiyil,Thazhuvaadha Kaigal,https://www.youtube.com/watch?v=ngtaNbZFRvw
Desh,Unakena Thaanae Innerama,Ponnu Oorukku Pudhusu,https://www.youtube.com/watch?v=4WcVEUDKCsk
Desh,Vizhiyil Pudhu Kavidhai Padithen Ho,Theerthakaraiyinile,https://www.youtube.com/watch?v=gAskkNIPf5Q
Dhanyasi,Sangeetha Gnanamu Bhakthi Vina,Moga Mull,https://www.youtube.com/watch?v=aEnLQP-CLNE
Dharbar,Yochana Kamala Lochana,Sindhu Bhairavi,https://www.youtube.com/watch?v=a_6u5ZM2MRM
Dharbari Kaanada,Aagaya Vennilave,Arengetra Velai (Mixes Kanada in Charanams),https://www.youtube.com/watch?v=gmSVmzvCQ7E
Dharbari Kaanada,Isai Medayil,Ilamai Kalangal,https://www.youtube.com/watch?v=D-DTZ7I-Djc
Dharbari Kaanada,Kalyana Thenila,Mounam Sammadham (oh what a sweet sweet song),https://www.youtube.com/watch?v=X-2WFrZ7eOM
Dharbari Kaanada,Mannava Mannava,Walter Vetrivel,https://www.youtube.com/watch?v=wZIJbSu8QQE
Dharbari Kaanada,Vidhaitha Vidhai,Ethanai Konam Ethanai Parvai,https://www.youtube.com/watch?v=oKAaQcNwNOs
Dharmavathi,Anbe Vaani,Sooryan (Malayalam),https://www.youtube.com/watch?v=ZFi3gm_9pSA
Dharmavathi,Yem Debba Theesyaavuraa,Ashwamedham (Telugu),https://www.youtube.com/watch?v=eTEQGtJL79I
Dharmavathi,Ennulle Yetho Yengum Geetham,Rosappu Ravikkakaari,https://www.youtube.com/watch?v=5-GcnkgE4Cg
Dharmavathi,ilam Solai Poothadhal,Unakaagavae Vazhgiren (total musicâ€¦PERIOD),https://www.youtube.com/watch?v=ppAnV4KKvJg&list=RDppAnV4KKvJg&start_radio=1&pp=ygUwaWxhbSBTb2xhaSBQb290aGFkaGFsIGZyb20gVW5ha2FhZ2F2YWUgVmF6aGdpcmVuoAcB
Dharmavathi,Meendum Meendum,Vikram,https://www.youtube.com/watch?v=qNAHm2zFaiQ
Dharmavathi,Natarajan Kudi Konda,Salangayil Oru Sangeetham,https://www.youtube.com/watch?v=MvVXzujyjYM
Dharmavathi,Shaaradenthu Paadi,Kaliyoonjal (Malayalam),https://www.youtube.com/watch?v=PO6FKxiTrCI
Dharmavathi,Vaanaville Vaanaville,Ramana,https://www.youtube.com/watch?v=wlH9w6rPueQ
Dharmavathi,Vaazhvae Maayama,Gayathri,https://www.youtube.com/watch?v=NaYik2KzRhI
Dhenuka,En Soga Kathaiya Kelu,Thooral Ninu Pochu,https://www.youtube.com/watch?v=FiAGzszmWG4
Dhenuka,Kadhal Raagamum,Indiran Chandhiran,https://www.youtube.com/watch?v=uS0FYQc1xv8
Dhenuka,Malliyapoo Katilile,Enna Petha Rasa,https://www.youtube.com/watch?v=68naZ4GmGuQ
Dhenuka,Rathiri Neram Rayiladi Oram,Brahma,https://www.youtube.com/watch?v=bQknz0nklfU
Dhenuka,Roja Poonthottam,Kanukkul Nilavu,https://www.youtube.com/watch?v=7SJW19FLbvc
Dhenuka,Udhaya Geedham Paaduven,Udhaya Geetham (Uses Ri2 / Ni2),https://www.youtube.com/watch?v=Ujq90dJhem0&list=RDUjq90dJhem0&start_radio=1&pp=ygUrVWRoYXlhIEdlZWRoYW0gUGFhZHV2ZW4gZnJvbSBVZGhheWEgR2VldGhhbaAHAQ%3D%3D
Durga,Innarul Tharum Annapurani,Aathma,https://www.youtube.com/watch?v=_L0M1M3HWk4
Durga,Kovil Mani Osai,Kizhakae Pogum Rail,https://www.youtube.com/watch?v=TlLDvNqV_gs
Durga,Radha Radha,Meendum Kokila,https://www.youtube.com/watch?v=TMwRTMJel7A
Durga,Sugam Sugame,Naan Potta Saval,https://www.youtube.com/watch?v=v_KmUPHBw00
Gamanasrama,"Hey, Oru Pooncholai",Vaathiyar Veetu Pillai,https://www.youtube.com/watch?v=uYjXS1MtDnc
Gambheera Naatai,Innum Ennai Enna,Singaravelan,https://www.youtube.com/watch?v=S_WN3m9Cj5c
Gambheera Naatai,Thangathingal,Manasinakkare (Malayalam),https://www.youtube.com/watch?v=cRkaCIhtGMA
Ganamurthi,Vetrikalin Muthar Porule,Ilaiyaraajavin Geethanjali,https://www.youtube.com/watch?v=ieWAFPx4wr0
Gowlai,Vedham Nee Iniya Naadham Nee,Koyil Pura,https://www.youtube.com/watch?v=fQCUVFtcd8Y
Gowrimanohari,Adhi Kaalai Nilave Alangara Silaiye,Urudhi Mozhi,https://www.youtube.com/watch?v=p4EWciOnIuI
Gowrimanohari,Anbe Vaa Arugile,Kili Petchu Ketkava,https://www.youtube.com/watch?v=bDtZAL6pNdg
Gowrimanohari,Dhoorathil Naan Kanda,Nizhalgal,https://www.youtube.com/watch?v=SvSiZHkj-G4
Gowrimanohari,Ellarume Thirudanga dhaan,Naan Sigappu Manithan,https://www.youtube.com/watch?v=coPhDMYxLlY
Gowrimanohari,Endhan Vaazhkayin Artham,Chinna Kannamma,https://www.youtube.com/watch?v=6CBoFBHO9NM
Gowrimanohari,Kannan Naalum,Ilamaikolam,https://www.youtube.com/watch?v=dXSpclU8Wv0
Gowrimanohari,Kodi Katti Parakkira Raaja,Aalappirandhavan,https://www.youtube.com/watch?v=0Y5JlZOemJ0
Gowrimanohari,Maanguyilae Poonguyilae,Karagatakaran (touches ga3),https://www.youtube.com/watch?v=OW8vCfH_3I0
Gowrimanohari,Mottu Vitta Mulla Kodi,Indru Nee Naalai Naan,https://www.youtube.com/watch?v=AtDW0q3E76c
Gowrimanohari,Muthamizh Kaviye,Dharmathin Thalaivan,https://www.youtube.com/watch?v=O-jMLnT2bhk
Gowrimanohari,Pallaaku Kudhiraiyila,Periya Veetu Pannakaran,https://www.youtube.com/watch?v=QRM13E9Zr_8
Gowrimanohari,Poobalam Isaikkum,Thooral Ninnu Pochu,https://www.youtube.com/watch?v=U_9ezDoI5RQ
Gowrimanohari,Semeenae Semeenae,Sevvandhi,https://www.youtube.com/watch?v=1gFOo-PtpHY
Gowrimanohari,Solai Poovil Malai Thendral,Vellai Roja,https://www.youtube.com/watch?v=DS1IvGPlR6c
Gowrimanohari,Thazhampoove Kannurangu,Indru Nee Naalai Naan,https://www.youtube.com/watch?v=WicVRzVSs-U
Gowrimanohari,Thendralai Kandukolla,Nilave Mugam Kaatu,https://www.youtube.com/watch?v=SPCmM_bNMLo
Gowrimanohari,Thillumullu Ulagatha Naan Saataiyaala Adikka,Aandan Adimai,https://www.youtube.com/watch?v=A5wo4UGggIU&list=RDA5wo4UGggIU&start_radio=1&pp=ygU_VGhpbGx1bXVsbHUgVWxhZ2F0aGEgTmFhbiBTYWF0YWl5YWFsYSBBZGlra2EgZnJvbSBBYW5kYW4gQWRpbWFpoAcB
Gowrimanohari,Vaaraayo Vaanmathi,Pagal Nilavu,https://www.youtube.com/watch?v=lL7Pe2D98u4
Gowrimanohari,Vaazhkaiyilae Kashtapattu,Vaathiyar Veetu Pillai,https://www.youtube.com/watch?v=D7Z5AEgNvXo
Gowrimanohari,Vedala Pulla,Periya Marudhu,https://www.youtube.com/watch?v=R4ruCwpFeF8
Gowrimanohari,Vennelo Godhaari Andham,Sitara (Telugu),https://www.youtube.com/watch?v=6Kt0wGYW5IQ
Gowrimanohari,Vilakethu Vilakethu Vellikilamai,Paer Sollum Pillai,https://www.youtube.com/watch?v=cej7jiaV4z0
Gowrimanohari,Ye Ayyasaami,Varusham 16 (Charanam mixes Dharmavathi),https://www.youtube.com/watch?v=QjNRt6wAjWM&list=RDQjNRt6wAjWM&start_radio=1&pp=ygUdWWUgQXl5YXNhYW1pIGZyb20gVmFydXNoYW0gMTagBwE%3D
Gowrimanohari,Pon Vaanam Panneer Thoovum,Indru Nee Naalai Naan (Patdheep touches?),https://www.youtube.com/watch?v=bSSzWmlOsuw&list=RDbSSzWmlOsuw&start_radio=1&pp=ygU1UG9uIFZhYW5hbSBQYW5uZWVyIFRob292dW0gZnJvbSBJbmRydSBOZWUgTmFhbGFpIE5hYW6gBwE%3D
Gowrimanohari,Sola Kiligal Rendu,Kovil Kaalai (Patdheep touches?),https://www.youtube.com/watch?v=pEtjYTUpW_Y&list=RDpEtjYTUpW_Y&start_radio=1&pp=ygUkU29sYSBLaWxpZ2FsIFJlbmR1IGZyb20gS292aWwgS2FhbGFpoAcB
Hameer Kalyani,Kaalai Paniyil,Gayathri,https://www.youtube.com/watch?v=5tYJL4t94o8
Hameer Kalyani,Kadhal Oviyam Kanden Kanavo Ninaivo,Kavikuyil (Masterpiece !!),https://www.youtube.com/watch?v=s_4HQnCki4o
Hameer Kalyani,Kai Veenaiyai Yendhum Kalaivaaniye,Vietnam Colony (Another gem in the raga).,https://www.youtube.com/watch?v=Knd4T7xWfZI
Hameer Kalyani,Paataale Buthi Sonnar Pataale Bakthi Sonnar,Karagatakaran,https://www.youtube.com/watch?v=cHud3wheW8I
Hamsadhwani,Aanandha Vellam Neeyandro,Ilaiyaraajavin Geethanjali,https://www.youtube.com/watch?v=PRRmGZ_xK-I
Hamsadhwani,Ee Naade Ido,Prema (Telugu),https://www.youtube.com/watch?v=O_L1rhEdLes
Hamsadhwani,Enna Paatu Vendum Unakku,Oru Naal Oru Kanavu,https://www.youtube.com/watch?v=CQA93ZOcuvY
Hamsadhwani,Iru Vizhiyin Vazhiye,Siva (awesome free flowing tune),https://www.youtube.com/watch?v=voAsTveO9BQ
